src_user_id,dst_user_id,timestamp
1790,5436,1221089491
372,1734,1221091518
517,1491425,1221092057
4165,5487,1221092093
1790,5436,1221092522
5190,1412,1221092750
5487,5487,1221092829
1790,1734,1221092972
4410,1412,1221093237
4410,1412,1221093312
4685,672,1221094395
5314,1965,1221095517
5190,1412,1221095528
1471,1288,1221095982
2257,1288,1221096085
1288,1288,1221096236
1471,1288,1221096277
3043,730,1221097214
730,730,1221097687
4410,1412,1221097760
1471,337,1221098738
572,5170,1221098971
380,5056,1221099696
5056,5056,1221099827
4337,3797,1221100205
3146,3146,1221101626
2745,5261,1221102140
1344,5261,1221102257
77,3047,1221102569
5261,5261,1221102688
2745,5261,1221102895
3897,123,1221103419
29,5441,1221103492
4903,3654,1221103615
3047,3047,1221103717
5190,123,1221103800
1471,2171,1221104685
245,925,1221107033
3920,383,1221107361
4337,5431,1221108492
332,2260,1221110088
5196,5196,1221113391
5168,5168,1221119677
3474,2598,1221134376
4549416,672,1221135487
5261,5261,1221137914
1790,1790,1221138150
1790,1790,1221138549
2260,2260,1221140107
832,1536194,1221148059
2963,5357,1221152811
2287,797,1221165556
3171,1190,1221165901
1190,1190,1221166123
1412,93,1221166161
4200,1190,1221166265
1412,1190,1221166393
3043,1190,1221166563
279,279,1221167079
1908,1100,1221167156
999,3654,1221168795
123,123,1221169400
909,2759376,1221169977
1223,2599,1221170877
3043,5247,1221171450
303,303,1221171549
2729,303,1221171736
303,303,1221171866
2729,303,1221172213
2894,3839,1221172644
2894,1967,1221173046
5487,3153,1221174482
4939,5908,1221175367
5834,1228,1221178237
1471,41283,1221178841
4468,3785,1221179043
3654,3654,1221181698
2600,3043,1221183264
2541,572,1221183311
3474,111,1221183322
3043,3043,1221183353
4913,5853,1221184598
1199,4200,1221184715
3171,2357,1221186822
4200,4200,1221191034
5640,3798,1221191386
1471,4273,1221192434
1471,2831,1221192523
2831,2831,1221193097
673,673,1221193889
673,5742,1221194097
77,3279,1221194103
3561,4200,1221194368
1438,572,1221195357
4200,4200,1221196224
4200,4200,1221196367
4906,4906,1221196689
77,1647,1221200085
77,1647,1221200210
5640,1130,1221201042
77,1438,1221202641
2783,4052,1221206534
2600,1154,1221212694
5008,6035,1221212819
5023,568,1221215661
5790,5302,1221225032
986,5729,1221231144
1120,5729,1221231210
372,5642,1221232428
1060,422,1221232523
5182,5642,1221234054
372,5642,1221234138
5182,5642,1221234268
372,5642,1221235149
5581,4164,1221244551
4164,4164,1221245700
4337,730,1221249457
1228,994,1221249537
4292,905,1221249769
4223,2443,1221252133
3111,1154,1221254842
2284,2915,1221254943
5640,342,1221258380
986,342,1221259194
4223,5551,1221259292
3201,5486,1221259732
5486,5486,1221259889
5197,5197,1221260480
5745,1095,1221260904
5581,3111,1221261117
832,206,1221262085
92,5551,1221262432
2598,2598,1221267643
5640,6161,1221268189
4279,92,1221270228
1790,5287,1221270495
2600,5287,1221270575
2598,1815,1221270704
29,1815,1221270736
1815,1815,1221270810
2600,1815,1221270867
1815,1815,1221270949
2598,1815,1221270994
29,1815,1221271003
5380,1815,1221271212
1790,5287,1221271232
5261,1815,1221271291
1815,1815,1221271329
2258,1815,1221271605
2600,1815,1221271669
3119,1815,1221272024
1790,3661,1221272593
5243,1815,1221272749
2600,1815,1221273345
4926,1815,1221273856
1815,1815,1221273947
4926,1815,1221274870
1185,1815,1221275504
1815,1815,1221275632
4926,1815,1221275710
5640,1100,1221276055
2598,2328,1221276100
2469,1338,1221276129
1659,1215,1221276164
5380,1815,1221276341
5380,1815,1221276521
1215,1215,1221276710
1120,5733,1221277391
299,299,1221278858
5702,3043,1221280737
1597,1077,1221281079
872,1077,1221281829
3661,1496,1221282027
4337,1385358,1221283276
1277510,3875,1221283828
3535,2328,1221289720
781,1747,1221297082
3560,525,1221301296
525,525,1221303490
2598,5696,1221305584
4764,4764,1221305634
5696,5696,1221305708
3583,4570,1221305736
2598,5696,1221305874
5696,5696,1221305970
2209,2313,1221313371
5733,5733,1221313709
1695,5551,1221314422
2859,4867,1221322120
2108,1915,1221327072
1915,1915,1221343707
29,2138,1221348747
1084,6103,1221350432
6103,6103,1221351185
1084,6103,1221351806
2167252,2167252,1221353950
2193,3747,1221357693
1695,44972,1221359313
5314,672,1221362941
3153,981,1221364798
1768,1624,1221364983
981,981,1221365642
2443,3153,1221365817
811,5487,1221366562
5487,5487,1221366802
5049,2695,1221371362
4279,2313,1221371795
3153,3153,1221373607
5469,3153,1221376174
811,5487,1221379996
5190,4575,1221382281
5303,658,1221389488
658,658,1221389828
745,658,1221390108
658,658,1221390234
1471,6323,1221394636
332,4668,1221401533
3875,3875,1221407469
4200,5769,1221411475
1122,1122,1221411595
2208,3661,1221413895
1122,3661,1221414127
1553,338,1221420388
4979,5189,1221421304
2859,123,1221422906
123,123,1221423255
1065,123,1221424908
1065,2665,1221424955
1065,1695,1221425281
1065,5662,1221425989
1065,1175,1221426429
1175,1175,1221426630
2859,1122,1221427106
1122,1122,1221427291
1353,5469,1221432903
1353,1219,1221433148
3535,6332,1221440006
5058,2443,1221441744
2443,2443,1221442659
5058,2443,1221442873
2443,2443,1221443641
1554,1000,1221444091
5487,5487,1221444275
2422,2443,1221444493
1902010,1175,1221446244
5662,5662,1221448533
3661,3661,1221448682
3153,1467,1221450510
1467,1467,1221450662
3957,1368,1221450741
2108,1122,1221455594
2108,2649,1221457654
1849,4002,1221461350
4337,4337,1221478205
6059,6059,1221478762
372,4337,1221479272
4337,4337,1221479425
5302,4337,1221479626
372,4337,1221479800
4337,4337,1221480008
4337,4337,1221480283
2859,1897,1221481140
1897,1897,1221481417
372,4337,1221483652
1109,6390,1221490006
2961,6400,1221498954
1384652,2759376,1221499099
1944,3661,1221499541
888,2759376,1221499850
4685,4872,1221502888
3458,6605,1221507471
3215,6984,1221509045
2977,3661,1221510247
1185,672,1221510963
4100,6605,1221511415
2961,7292,1221513853
4172,7538,1221514020
6770,6770,1221514361
3320,3012,1221514394
7538,7538,1221514668
6770,6770,1221514719
5314,1463,1221515132
3012,3012,1221515266
2670,7556,1221515768
437,3012,1221516202
1310,7031,1221516302
106,3894,1221516549
3894,3894,1221516851
115,3208,1221516859
1404,1404,1221516952
3012,3012,1221517120
6770,6770,1221517397
1786,7357,1221517477
4285,7028,1221517530
6770,6770,1221517859
2598,8404,1221519459
1337,337,1221519632
8324,8324,1221520003
5346,8330,1221520301
5351,1115144,1221520397
3850,3135,1221521732
4903,8534,1221521833
4410,5070,1221521868
1471,7545,1221522789
2820,381,1221524364
1659,7475,1221524383
2820,4528,1221524494
4528,4528,1221524609
1902010,8979,1221525830
5469,8509,1221525938
6216,6216,1221526282
5640,9111,1221526356
2386,9099,1221526381
8979,8979,1221526783
4893,7616,1221527342
7616,7616,1221527456
1902010,8979,1221527517
4893,7616,1221527734
7616,7616,1221527856
86,8530,1221528110
106,1683,1221528389
5330,9328,1221529623
7116,9328,1221529883
9056,9056,1221529945
2455,8865,1221530254
2603,5179,1221530593
3631,9111,1221531129
267,9140,1221531454
4570,4570,1221531887
1695,8908,1221531920
1786,4298,1221532206
5179,5179,1221532218
2455,5056,1221532727
267,9613,1221532796
2695,5056,1221532831
3619,6358,1221533003
7093,9628,1221533104
2757,8557,1221533351
4332,4332,1221533477
1786,2832,1221533906
2695,2077,1221534070
6722,9591,1221534210
6617,6358,1221534219
4979,9501,1221534278
4615,4916,1221534472
4979,936,1221534798
936,936,1221535206
1353,9774,1221536197
8530,8530,1221537017
4979,9777,1221537173
3363,9099,1221537269
1790,4140,1221537294
7290,5626,1221537912
3475,4794,1221537971
1120,4794,1221538395
7116,936,1221538841
9628,2012356,1221539436
2603,2012356,1221539591
2600,10104,1221539736
5640,9470,1221540323
5314,9362,1221540618
7290,6336,1221545577
572,1597,1221546087
1597,1597,1221546478
4734,10479,1221546551
3146,10479,1221546881
7290,10476,1221547016
5640,10479,1221547053
10476,10476,1221547078
5640,10476,1221547245
10476,10476,1221547427
2820,10171,1221547580
5640,10476,1221547838
10476,10476,1221547906
10476,10476,1221547997
2590,9411,1221549664
4945,2443,1221549671
5720,5236,1221549919
9411,9411,1221551069
1666,3499,1221552509
10675,10675,1221553863
3957,7870,1221554381
115,340,1221554700
369,10784,1221556040
10759,10759,1221556256
10759,10759,1221556308
3153,10703,1221557506
9806,10889,1221558613
372,10759,1221559236
10759,10759,1221559812
1196,10431,1221560467
10431,10431,1221560770
3146,7086,1221562306
525,364,1221563710
7870,7870,1221564450
13,13,1221566117
372,1865,1221566122
832,8369,1221567762
1597,8369,1221567999
832,8369,1221568129
8369,8369,1221568170
1597,8369,1221568263
67775,5733,1221568513
832,8369,1221568815
1597,8369,1221569055
9439,11110,1221569987
2961,6992,1221570145
10739,10739,1221570689
1666,8161,1221572543
1666,8161,1221572606
1666,3575,1221572847
45603,3575,1221574557
7754,10778,1221574793
122,7122,1221575433
1554,11284,1221575577
3499,716,1221575734
11284,11284,1221576482
3171,6180,1221578865
372,11372,1221580624
1695,11581,1221582589
2434,2012356,1221582600
917,11596,1221583792
2134,6414,1221583846
1122,4690,1221584722
986,11554,1221586663
4007,11708,1221586992
383,4550,1221589964
6992,6992,1221591928
1870,1870,1221592725
4727,6992,1221593104
2961,1384652,1221593682
2386,1260685,1221594287
1638,8118,1221594986
4550,4550,1221595049
5351,7028,1221595092
986,93,1221595330
9410,91911,1221596167
93,93,1221596182
9410,11886,1221596332
2603,12015,1221596406
12083,12083,1221596545
7028,7028,1221596554
2603,12015,1221596589
8741,8741,1221596650
5640,3747,1221596729
6618,6618,1221596906
372,383,1221597060
1695,383,1221597068
5380,12113,1221598032
1935,12204,1221598443
2166173,6943,1221598481
5640,12259,1221598534
3055,6943,1221598895
5640,8047,1221598953
1935,8766,1221599200
4134,10589,1221599401
35,8766,1221599601
35,12386,1221599687
1228,3043,1221599708
29503,11994,1221600115
8173,2341,1221600323
3208,6992,1221600546
1830,4376,1221600698
5640,12417,1221600703
2095,9631,1221600723
11994,11994,1221600750
12386,12386,1221601083
1965,11994,1221601212
1694,11992,1221601283
2820,3043,1221601302
11828,2796,1221601503
7230,3230,1221601939
5147,5147,1221602320
4916,9631,1221602415
1733,12597,1221602700
1638,1762,1221602794
2590,4466,1221602868
6637,708,1221603126
1638,12653,1221603369
533,1909,1221603398
3043,3043,1221603479
5387,9631,1221603547
6819,3043,1221603611
4945,12547,1221603622
6300,12661,1221603724
8388,6180,1221603982
1432,11450,1221604182
12547,12547,1221604215
5314,730,1221604539
7548,11234,1221604637
255,11994,1221604665
8543,4580,1221604683
730,730,1221604753
7898,6922,1221604786
3055,730,1221604852
8047,8047,1221604934
730,730,1221605144
255,11300,1221605210
3230,3230,1221605962
5351,7028,1221606038
11994,11994,1221606044
2729,1538,1221606109
11994,11994,1221606376
106,6508,1221606384
5640,12905,1221606849
3208,3208,1221607470
1384652,1384652,1221607661
3590,3590,1221608134
2729,5487,1221608289
2729,5487,1221608377
3093,797,1221608636
5640,13035,1221608735
6617,2581,1221608746
3957,720,1221608960
1790,5338,1221609181
106,13046,1221609200
2820,3043,1221609829
2820,7709,1221610009
2581,2581,1221610855
1011,7709,1221610919
8151,8151,1221610931
4575,5487,1221611319
5222,5222,1221611811
5640,877,1221611994
3208,10476,1221612502
4926,3333,1221613735
3208,3208,1221613809
12825,13029,1221613916
1120,2459,1221614146
4727,13282,1221614222
3333,3333,1221614431
2820,7709,1221614524
312,5486,1221615146
12471,305,1221615237
1084,2328,1221615463
2459,2459,1221615855
5486,5486,1221615879
2509,6068,1221616522
1288,8062,1221617306
8062,8062,1221617543
3043,12653,1221618320
914,6822,1221618556
5777,5777,1221618663
7548,13277,1221618705
7288,3333,1221618853
9597,3497,1221618963
4979,8409,1221619579
1242,258,1221620005
5640,91911,1221620074
11063,11063,1221620355
1063,2312,1221620893
258,258,1221621290
1228,300930,1221621532
312,5486,1221621572
12171,4200,1221621770
8435,4200,1221621908
3499,716,1221622179
2977,7072,1221622333
4903,7072,1221622424
2961,4200,1221622747
1471,2312,1221622799
3333,13676,1221623090
12332,13594,1221623117
369,2312,1221623238
115,337,1221623281
811,5487,1221623856
4575,5487,1221624275
7516,7936,1221624401
5487,5487,1221625360
2729,5487,1221625476
5487,5487,1221625500
10661,8548,1221626027
12211,12211,1221626258
5487,5487,1221626441
5487,5487,1221626749
4575,5487,1221627019
4834,1043,1221627175
4575,5487,1221627565
1384652,4200,1221627661
6369,8664,1221627824
6369,8664,1221627875
1994377,14157,1221628663
1994377,14157,1221628719
813,11995,1221628844
1644,13967,1221629004
2757,14157,1221629272
9628,14157,1221629419
2670,13930,1221630145
7028,1300,1221630186
2291,2291,1221630474
7116,14266,1221630912
5113,14266,1221631218
5487,6943,1221631240
6386,14266,1221631553
6386,14266,1221631591
14266,14266,1221632019
5640,12178,1221632136
1114,14322,1221632607
14322,14322,1221632933
9654,13967,1221632935
4916,9467,1221633095
714,813,1221633475
12332,14200,1221633640
255,9467,1221634325
4337,10135,1221635660
4926,3333,1221636024
255,3366,1221636906
811,17440,1221637420
3153,14559,1221639123
4850,5989,1221639730
372,4200,1221639875
5989,5989,1221640542
9611,14046,1221641991
12881,3137,1221642011
3137,3137,1221642189
305,3137,1221642366
12881,3137,1221642531
372,3137,1221642915
5,4640,1221643893
8020,8020,1221644310
9345,10759,1221644491
9345,9345,1221644757
1539,9345,1221644918
9345,9345,1221645225
9787,3012,1221645984
5,4640,1221646464
14487,14487,1221646971
12293,12293,1221647481
1337,406,1221647812
4916,577,1221648064
1337,12293,1221648107
1337,12293,1221648157
1337,813,1221648435
1695,4322,1221648942
8563,8563,1221649405
6010,4322,1221649446
14122,1536194,1221649716
5836,6359,1221650648
6359,6359,1221651108
9780,319,1221651485
1496,1496,1221651647
8367,11034,1221651778
1790,11034,1221651886
6386,14266,1221652175
3146,15023,1221653561
1265,11034,1221653581
11827,2897,1221653631
14637,10644,1221653824
1554,1321,1221653942
1233,1321,1221654433
11023,9087,1221654574
5628,15023,1221654591
15023,15023,1221654916
372,1693,1221656182
1414,12653,1221656288
2670,10644,1221657864
3820,3137,1221658405
5387,1692070,1221658671
2257,1630,1221658765
1630,1630,1221658973
5330,15130,1221659277
3839,3839,1221659824
8668,8668,1221660210
4396,15187,1221660506
6777,10708,1221660607
1178,15181,1221660861
15187,15187,1221660931
11827,1539,1221661309
364,7524,1221661645
1178,7524,1221662870
12371,12371,1221663551
3719,12371,1221664737
1666,14981,1221665155
1,14981,1221666238
4494,11234,1221666566
5113,14351,1221667104
14981,14981,1221667144
12653,12653,1221667388
7647,10204,1221668348
3171,7732,1221668999
4964,7524,1221671703
6563,7856,1221671807
9654,4946,1221671931
1837197,231,1221672402
1078,15476,1221673105
15476,15476,1221673286
2684,15537,1221674310
2977,4640,1221674600
86,7271,1221675065
15020,15020,1221675948
15020,15020,1221676122
2208,1533,1221676976
14860,2087,1221677279
86,15452,1221677418
572,1078,1221677988
15662,15662,1221678387
6637,11670,1221678568
4100,13676,1221678651
8435,2260,1221678670
9021,1078,1221679040
5891,83,1221679774
2346,15721,1221680051
4727,14443,1221680379
338,1490,1221681450
1490,1490,1221681763
1902010,13913,1221681776
13913,13913,1221681975
3043,1782,1221682257
1782,1782,1221682313
12089,15877,1221682948
14200,14200,1221683274
67775,3394,1221683299
14443,14443,1221683320
1870,1961117,1221683388
2600,3394,1221683513
12016,12016,1221683751
3394,3394,1221683879
1961117,1961117,1221684145
2820,15719,1221684243
3043,11995,1221684665
6449,13709,1221684867
11828,14443,1221685003
1219,3394,1221685082
14443,14443,1221685383
15877,15877,1221685385
7548,543,1221685680
4200,3394,1221685974
10583,10583,1221685996
2260,3394,1221686420
4396,8999,1221686498
8999,8999,1221686772
2598,15546,1221686883
1690,364,1221687137
1786,7001,1221687330
4161,12016,1221687752
5569,5569,1221687802
2600,8999,1221688257
338,5175,1221688331
8368,5175,1221688460
986,5175,1221688612
3474,5175,1221688684
1288,5175,1221689215
3153,1766670,1221689246
13578,13578,1221689598
12892,11234,1221689664
1206,7287,1221689917
5175,5175,1221690050
9467,9467,1221690208
157,5175,1221690524
6819,8205,1221690631
1288,5175,1221691204
179,179,1221691503
12874,12874,1221691530
1321,1321,1221691648
6899,16070,1221692129
5170,5170,1221692214
1471,13578,1221692261
598,3565,1221692825
3798,2744,1221692835
8450,11961,1221693253
5261,16292,1221693291
598,4808,1221693525
598,5132,1221693654
3957,2701,1221693962
16292,16292,1221694065
1790,13800,1221694086
7093,1766670,1221694535
11961,11961,1221694600
2915,142,1221694819
6178,16371,1221695135
740,10088,1221695595
5035,4690,1221695764
5035,4690,1221695811
9654,8645,1221695921
12892,4946,1221696088
12892,4946,1221696230
15614,5917,1221697270
3974,8999,1221697511
15928,15928,1221697569
13179,1284,1221697921
12597,12597,1221697965
12502,1284,1221698153
15955,15719,1221698240
8435,16458,1221698894
7548,16458,1221698945
10703,10703,1221699301
1695,13913,1221699640
1291,13911,1221700477
1695,4279,1221700547
2820,3565,1221701436
5640,1306,1221701443
4279,4279,1221701545
7001,15050,1221701546
1220,13930,1221701687
1306,1306,1221701875
3474,5175,1221702064
13911,13911,1221702327
5989,16195,1221703446
9363,9940,1221704191
327,327,1221704212
391806,391806,1221704483
5640,14065,1221704562
2194,2361,1221704866
1546,373112,1221704931
14359,191,1221704992
5471,5471,1221705635
14009,15045,1221706050
1980,2755,1221706243
115,10034,1221706307
15045,15045,1221706497
16562,16562,1221706601
3279,46,1221706636
115,13143,1221706691
8151,16562,1221706870
77,15928,1221707195
3394,3394,1221707787
7093,49611,1221707870
11138,3624,1221708597
4615,2135219,1221708660
2755,2755,1221709201
4903,3126,1221709667
811,10088,1221709699
12016,12016,1221709781
1786,10669,1221709897
7028,10669,1221709904
8543,10669,1221710145
1228,16757,1221710236
8233,11827,1221710326
4281,13800,1221710532
4249,12842,1221710627
16398,16398,1221710669
14569,13986,1221710751
16398,16398,1221710831
13393,13393,1221710870
5640,5917,1221710928
16757,16757,1221711028
4893,15346,1221711336
9122,13597,1221711538
5987,1368,1221711576
4192,1368,1221711709
4893,15346,1221711711
5917,5917,1221711803
1627,13597,1221711828
3146,8543,1221712078
2598,247597,1221712463
234,69665,1221712567
7028,16562,1221712862
7028,11989,1221713134
12779,15346,1221713250
5314,16866,1221713273
16866,16866,1221713670
8220,16866,1221713988
14569,16679,1221714057
12711,13597,1221714266
1358,9411,1221714442
1765,1765,1221714773
11989,11989,1221714908
4850,4850,1221715995
115,11105,1221716914
12892,2253,1221717853
11105,11105,1221718227
1152057,13368,1221718922
8999,8999,1221720325
10759,10759,1221720661
700,1359466,1221722680
1690,678,1221722934
364,364,1221723695
811,4319,1221725124
13005,4319,1221725179
4319,4319,1221725303
13,16976,1221726562
9345,191,1221727621
6043,7988,1221727670
7988,7988,1221727962
5836,13122,1221728883
8236,17071,1221731207
419,2066,1221732264
157,16981,1221732607
1815,3798,1221732729
264,3798,1221732794
7870,5808,1221733186
8040,7611,1221733816
5640,1220,1221733873
1694,16070,1221733943
1786,6062,1221734924
5314,11236,1221735588
5628,17171,1221735639
12682,17194,1221736846
11211,17026,1221737051
525,14752,1221737982
17026,17026,1221738507
12682,8507,1221739131
2598,2598,1221739891
10216,14924,1221741064
16398,11355,1221742582
2775,3146,1221742618
6043,6946,1221743193
14199,9940,1221743486
8388,16314,1221744556
372,5232,1221745792
9021,9345,1221746130
6068,6068,1221746469
14777,14777,1221746850
122,17329,1221746858
968,14777,1221747358
10947,17329,1221747766
31505,184,1221748004
2973,288629,1221749066
17023,288629,1221749416
9345,9345,1221749653
1695,15161,1221750063
4213,11388,1221751700
5190,8741,1221751981
1898,288629,1221753792
6899,1692070,1221755159
6899,17451,1221755320
6899,17457,1221755502
15161,15161,1221755508
13989,11557,1221757076
13989,11557,1221757305
4918,3146,1221757551
3171,17491,1221759095
11698,3146,1221759491
14530,11557,1221760365
6400,8741,1221761173
4979,6440,1221761250
6440,6440,1221761354
6445,15667,1221762308
4869,3154,1221764002
6508,17584,1221764904
9324,9324,1221765894
7898,976,1221766009
17398,17398,1221766701
4893,4120,1221767312
31505,7287,1221768010
3208,3416,1221768535
12502,2470,1221768996
1837197,16673,1221769189
1120,11911,1221769254
1228,11410,1221769315
10941,10941,1221769648
4281,16673,1221769664
5963,15667,1221769903
12842,12842,1221770209
8435,4527,1221770484
4575,1127460,1221770862
2936,17691,1221771658
1471,17147,1221771680
1414,1414,1221771842
8151,1167846,1221771938
1,7952,1221772039
1768,116,1221772157
8427,4300,1221772359
1167846,1167846,1221772451
17691,17691,1221772533
5175,5175,1221772602
4727,4454,1221772689
7952,7952,1221772747
17600,17600,1221773196
17542,17542,1221773280
1127460,1127460,1221773554
5314,1816,1221773720
1695,16779,1221773819
14113,5915,1221774014
2730,1862,1221774083
1870,4300,1221774263
6372,4300,1221774493
15371,15371,1221774650
16199,1862,1221774669
86,17648,1221774680
16027,1638,1221774939
2831,5802,1221775034
4200,4454,1221775418
4230,4454,1221775706
2603,12178,1221776454
2894,8741,1221776669
15329,15878,1221777008
6180,1368,1221777252
6500,15420,1221777528
2894,16003,1221777689
16651,16651,1221777832
1223,6151,1221777835
1359466,1359466,1221778541
4410,16050,1221778569
16050,16050,1221778700
16414,6833,1221778724
16371,16371,1221778854
6833,6833,1221779064
17026,4653,1221779100
17026,4653,1221779163
9777,10922,1221779351
4410,16050,1221779399
14569,12332,1221779485
11911,11911,1221779533
14569,6508,1221779875
6508,6508,1221780029
1471,2612,1221780052
3093,2612,1221780511
2486915,17887,1221780708
12502,16613,1221781157
4482,16613,1221781375
1638,1638,1221781380
3474,5175,1221781821
1438,8505,1221782037
9664,1143,1221782373
1120,11911,1221782481
4407,4407,1221782718
14484,1143,1221782920
5812,5175,1221783701
12685,17987,1221783924
13249,31505,1221784133
4711,8973,1221784335
2373,4407,1221784421
4659,16855,1221785080
4407,4407,1221785785
7301,13636,1221786145
7672,1044,1221786448
676,3497,1221786585
4482,4872,1221786628
1291,4872,1221786923
3474,12860,1221787829
4407,4407,1221788275
3474,1694,1221788565
1616,8761,1221788768
13958,13958,1221788838
2385,17691,1221789193
2385,17691,1221789235
13714,8761,1221789300
1339,4869,1221789725
2729,13348,1221789775
4869,4869,1221789793
2729,13348,1221789809
6897,17037,1221789878
2009,4869,1221789895
8542,18095,1221789912
16800,4869,1221790024
4186,7671,1221790549
2134,337,1221790638
1440933,3208,1221790747
2084,3208,1221790850
1782,4869,1221791037
2373,4407,1221791363
3146,3146,1221791377
8761,8761,1221791599
2670,16124,1221792353
17987,17987,1221792420
7476,16575,1221792450
16414,16124,1221792720
2757,18180,1221792908
12332,5653,1221793067
1666,11897,1221793506
5472,91,1221793642
2757,17648,1221793690
91,91,1221793802
1447,117494,1221793826
8435,2041950,1221793865
2041950,2041950,1221793917
5113,4607,1221794172
332,117494,1221794325
332,117494,1221794521
1865,3263,1221794599
3655,117494,1221794759
8505,28952,1221794908
6160,6160,1221795383
28952,28952,1221795690
6160,6160,1221795726
1228,16757,1221795840
3535,597657,1221796028
3535,597657,1221796660
14089,6160,1221796826
18210,18210,1221797087
3458,117494,1221797235
11181,18210,1221797874
3055,17648,1221797957
5113,14089,1221798059
14089,14089,1221798239
5113,14089,1221798983
6777,44972,1221799448
1659,16861,1221800604
1790,7852,1221800980
1786,4668,1221801005
383,1384652,1221801049
13757,16949,1221801074
383,15441,1221801229
1384652,1384652,1221801390
11229,15441,1221801646
383,1664,1221801703
4668,4668,1221801837
5662,1384652,1221801914
2600,1384652,1221802108
1965,117494,1221802132
115,483,1221802139
11897,18320,1221802468
4287,4287,1221803086
4287,4287,1221803197
4965,8143,1221803326
16861,16861,1221803588
18320,18320,1221803767
8143,8143,1221803781
8233,4287,1221804027
12682,3661,1221804030
11387,8143,1221804390
14484,536,1221804640
16830,16830,1221805111
10433,765,1221805661
976,18359,1221805915
16203,8883,1221806539
15955,2731698,1221807016
2731698,2731698,1221807045
6223,8883,1221807549
4761,6161,1221807589
5314,3798,1221807672
13289,9594,1221808496
4281,10703,1221808732
372,7565,1221809075
5628,4287,1221809329
18359,18359,1221809384
811,4575,1221811148
1190,1748529,1221811991
15537,1748529,1221812420
13,18431,1221813551
10410,10410,1221813902
1965,18175,1221813950
7705,14752,1221814670
4575,4575,1221814735
13368,18449,1221815019
13368,747,1221815185
1659,18175,1221817723
15464,1965,1221818356
9859,5379,1221818518
9450,6770,1221818564
3560,3020,1221818644
4893,3020,1221818682
14860,3020,1221819239
4850,6770,1221819349
1291,13791,1221819743
3937,18458,1221819769
117494,117494,1221820087
117494,117494,1221820593
6770,6770,1221820646
1084,6770,1221821162
419,10717,1221821827
1666,15476,1221822773
14637,18475,1221823754
8151,17222,1221825103
1695,15124,1221826004
15124,15124,1221826606
3020,3020,1221826689
5066,18547,1221828098
16299,1688440,1221828414
18475,18475,1221828628
10433,16679,1221829057
1688440,1688440,1221830365
1688440,1688440,1221830423
10708,10708,1221830624
18547,18547,1221830978
2102,4872,1221831358
3957,905,1221831374
2260,16575,1221832316
14690,17389,1221832430
4285,7780,1221832680
14860,17389,1221832948
714,5284,1221833025
15682,7644,1221833057
11827,17389,1221833375
4213,13055,1221833422
2961,13646,1221833807
46,46,1221835117
3957,4021,1221835241
2961,9021,1221835331
4021,4021,1221835623
3957,4021,1221836394
6380,11034,1221836518
888,10703,1221836544
5179,18515,1221836593
3205,7888,1221836658
8404,8404,1221837214
5697,8786,1221837741
1,17389,1221838766
372,428965,1221839193
14648,18333,1221839710
